Date,Hour,Appliance Category,Hardware Model,Watts
2024-01-02,19,Lighting,Philips Hue Smart LED,39
2024-01-02,2,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,304
2024-01-02,0,Electronics,Samsung 45W Fast Charger,15
2024-01-01,18,Lighting,Philips Hue Smart LED,57
2024-01-01,4,Kitchen Appliance,Samsung Smart Oven,1678
2024-01-02,1,Lighting,Philips Hue Smart LED,33
2024-01-01,10,Television,Samsung 65-inch Neo QLED 4K TV,70
2024-01-01,13,Lighting,Philips Hue Smart LED,60
2024-01-02,9,Washing Machine,Samsung Front Load Washer,381
2024-01-02,8,Refrigerator,Samsung Bespoke AI Refrigerator,179
2024-01-02,12,Refrigerator,Samsung Bespoke AI Refrigerator,122
2024-01-02,4,Refrigerator,Samsung Bespoke AI Refrigerator,197
2024-01-02,8,Refrigerator,Samsung Bespoke AI Refrigerator,125
2024-01-02,5,Lighting,Philips Hue Smart LED,69
2024-01-01,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1492
2024-01-01,8,Television,Samsung 65-inch Neo QLED 4K TV,95
2024-01-01,15,Lighting,Philips Hue Smart LED,102
2024-01-02,13,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,84
2024-01-01,18,Washing Machine,Samsung Front Load Washer,567
2024-01-01,3,Television,Samsung 65-inch Neo QLED 4K TV,173
2024-01-02,7,Refrigerator,Samsung Bespoke AI Refrigerator,105
2024-01-01,18,Lighting,Philips Hue Smart LED,63
2024-01-01,19,Electronics,Samsung Galaxy Book,164
2024-01-02,23,Electronics,Samsung Galaxy Book,26
2024-01-01,1,Room Heater,Samsung Smart Heater,2100
2024-01-02,22,Refrigerator,Samsung Bespoke AI Refrigerator,129
2024-01-02,2,Lighting,Philips Hue Smart LED,60
2024-01-01,8,Refrigerator,Samsung Bespoke AI Refrigerator,146
2024-01-02,22,Lighting,Philips Hue Smart LED,63
2024-01-02,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1928
2024-01-02,23,Lighting,Philips Hue Smart LED,6
2024-01-01,23,Room Heater,Samsung Smart Heater,345
2024-01-01,15,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,971
2024-01-01,18,Electronics,Samsung Galaxy Book,344
2024-01-02,23,Electronics,Samsung 45W Fast Charger,5
2024-01-02,16,Refrigerator,Samsung Bespoke AI Refrigerator,99
2024-01-01,7,Washing Machine,Samsung Front Load Washer,622
2024-01-02,1,Lighting,Philips Hue Smart LED,63
2024-01-02,17,Kitchen Appliance,Samsung Smart Microwave,1302
2024-01-01,17,Refrigerator,Samsung Bespoke AI Refrigerator,160
2024-01-02,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1010
2024-01-01,16,Lighting,Philips Hue Smart LED,46
2024-01-02,14,Electronics,Samsung 45W Fast Charger,10
2024-01-02,7,Television,Samsung 65-inch Neo QLED 4K TV,155
2024-01-02,10,Television,Samsung 65-inch Neo QLED 4K TV,61
2024-01-02,19,Kitchen Appliance,Samsung Smart Dishwasher,934
2024-01-02,20,Electronics,Samsung Galaxy Book,207
2024-01-01,19,Lighting,Philips Hue Smart LED,48
2024-01-02,13,Refrigerator,Samsung Bespoke AI Refrigerator,82
2024-01-02,23,Kitchen Appliance,Samsung Smart Microwave,182
2024-01-02,4,Kitchen Appliance,Samsung Smart Microwave,203
2024-01-02,17,Electronics,Samsung Galaxy Book,172
2024-01-02,9,Kitchen Appliance,Samsung Smart Oven,1420
2024-01-02,10,Washing Machine,Samsung Front Load Washer,805
2024-01-02,6,Lighting,Philips Hue Smart LED,71
2024-01-01,19,Room Heater,Samsung Smart Heater,2550
2024-01-02,11,Lighting,Philips Hue Smart LED,47
2024-01-01,20,Washing Machine,Samsung Front Load Washer,40
2024-01-02,4,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,52
2024-01-01,21,Washing Machine,Samsung Front Load Washer,191
2024-01-01,22,Electronics,Samsung 45W Fast Charger,7
2024-01-02,21,Kitchen Appliance,Samsung Smart Dishwasher,768
2024-01-01,11,Lighting,Philips Hue Smart LED,56
2024-01-02,9,Room Heater,Samsung Smart Heater,261
2024-01-02,20,Lighting,Philips Hue Smart LED,40
2024-01-01,10,Electronics,Samsung 45W Fast Charger,10
2024-01-01,16,Room Heater,Samsung Smart Heater,1723
2024-01-02,6,Lighting,Philips Hue Smart LED,13
2024-01-02,7,Room Heater,Samsung Smart Heater,63
2024-01-01,7,Electronics,Samsung 45W Fast Charger,14
2024-01-01,1,Kitchen Appliance,Samsung Smart Oven,249
2024-01-02,23,Washing Machine,Samsung Front Load Washer,782
2024-01-02,22,Lighting,Philips Hue Smart LED,68
2024-01-01,19,Washing Machine,Samsung Front Load Washer,520
2024-01-02,10,Refrigerator,Samsung Bespoke AI Refrigerator,107
2024-01-01,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,172
2024-01-01,14,Water Heater,Rheem ProTerra Hybrid Smart Heater,2200
2024-01-02,3,Kitchen Appliance,Samsung Smart Oven,1848
2024-01-02,22,Kitchen Appliance,Samsung Smart Dishwasher,368
2024-01-01,16,Refrigerator,Samsung Bespoke AI Refrigerator,219
2024-01-02,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,46
2024-01-01,13,Lighting,Philips Hue Smart LED,77
2024-01-02,5,Washing Machine,Samsung Front Load Washer,208
2024-01-03,1,Television,Samsung 65-inch Neo QLED 4K TV,54
2024-01-02,3,Kitchen Appliance,Samsung Smart Dishwasher,1738
2024-01-02,8,Water Heater,Rheem ProTerra Hybrid Smart Heater,3263
2024-01-01,12,Lighting,Philips Hue Smart LED,1
2024-01-02,19,Television,Samsung 65-inch Neo QLED 4K TV,167
2024-01-01,6,Electronics,Samsung Galaxy Book,236
2024-01-01,22,Television,Samsung 65-inch Neo QLED 4K TV,93
2024-01-02,2,Water Heater,Rheem ProTerra Hybrid Smart Heater,3759
2024-01-02,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,62
2024-01-01,9,Refrigerator,Samsung Bespoke AI Refrigerator,135
2024-01-02,15,Kitchen Appliance,Samsung Smart Oven,204
2024-01-02,22,Electronics,Samsung 45W Fast Charger,6
2024-01-01,4,Lighting,Philips Hue Smart LED,15
2024-01-03,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,245
2024-01-02,13,Lighting,Philips Hue Smart LED,16
2024-01-02,20,Lighting,Philips Hue Smart LED,83
2024-01-02,7,Television,Samsung 65-inch Neo QLED 4K TV,18
2024-01-02,15,Electronics,Samsung Galaxy Book,282
2024-01-01,17,Lighting,Philips Hue Smart LED,13
2024-01-01,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,39
2024-01-02,13,Kitchen Appliance,Samsung Smart Oven,2442
2024-01-01,18,Television,Samsung 65-inch Neo QLED 4K TV,189
2024-01-01,12,Refrigerator,Samsung Bespoke AI Refrigerator,127
2024-01-02,22,Room Heater,Samsung Smart Heater,1126
2024-01-01,10,Electronics,Samsung Galaxy Book,220
2024-01-02,6,Lighting,Philips Hue Smart LED,11
2024-01-02,7,Water Heater,Rheem ProTerra Hybrid Smart Heater,1929
2024-01-02,21,Refrigerator,Samsung Bespoke AI Refrigerator,119
2024-01-01,15,Lighting,Philips Hue Smart LED,54
2024-01-01,16,Lighting,Philips Hue Smart LED,54
2024-01-02,2,Kitchen Appliance,Samsung Smart Dishwasher,216
2024-01-02,3,Electronics,Samsung Galaxy Book,28
2024-01-02,9,Kitchen Appliance,Samsung Smart Oven,1191
2024-01-02,23,Refrigerator,Samsung Bespoke AI Refrigerator,117
2024-01-01,18,Room Heater,Samsung Smart Heater,1755
2024-01-02,14,Television,Samsung 65-inch Neo QLED 4K TV,197
2024-01-02,20,Electronics,Samsung Galaxy Book,174
2024-01-01,0,Washing Machine,Samsung Front Load Washer,95
2024-01-01,7,Kitchen Appliance,Samsung Smart Dishwasher,1669
2024-01-01,6,Kitchen Appliance,Samsung Smart Oven,2555
2024-01-02,12,Kitchen Appliance,Samsung Smart Oven,282
2024-01-02,8,Kitchen Appliance,Samsung Smart Dishwasher,1129
2024-01-02,2,Electronics,Samsung Galaxy Book,94
2024-01-01,21,Refrigerator,Samsung Bespoke AI Refrigerator,153
2024-01-02,16,Kitchen Appliance,Samsung Smart Dishwasher,126
2024-01-02,7,Refrigerator,Samsung Bespoke AI Refrigerator,133
2024-01-01,22,Lighting,Philips Hue Smart LED,93
2024-01-02,18,Kitchen Appliance,Samsung Smart Dishwasher,1285
2024-01-01,6,Room Heater,Samsung Smart Heater,52
2024-01-01,11,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1192
2024-01-02,0,Water Heater,Rheem ProTerra Hybrid Smart Heater,4037
2024-01-02,5,Television,Samsung 65-inch Neo QLED 4K TV,125
2024-01-01,2,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,41
2024-01-01,5,Kitchen Appliance,Samsung Smart Oven,287
2024-01-02,2,Electronics,Samsung 45W Fast Charger,12
2024-01-02,23,Room Heater,Samsung Smart Heater,414
2024-01-02,4,Kitchen Appliance,Samsung Smart Oven,328
2024-01-02,14,Kitchen Appliance,Samsung Smart Oven,288
2024-01-02,23,Refrigerator,Samsung Bespoke AI Refrigerator,125
2024-01-03,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,72
2024-01-01,21,Refrigerator,Samsung Bespoke AI Refrigerator,211
2024-01-02,21,Lighting,Philips Hue Smart LED,54
2024-01-01,1,Kitchen Appliance,Samsung Smart Oven,1716
2024-01-02,5,Washing Machine,Samsung Front Load Washer,90
2024-01-02,21,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,393
2024-01-02,23,Washing Machine,Samsung Front Load Washer,106
2024-01-02,2,Electronics,Samsung 45W Fast Charger,9
2024-01-01,2,Lighting,Philips Hue Smart LED,18
2024-01-02,7,Room Heater,Samsung Smart Heater,588
2024-01-02,0,Refrigerator,Samsung Bespoke AI Refrigerator,173
2024-01-02,23,Electronics,Samsung 45W Fast Charger,2
2024-01-01,22,Room Heater,Samsung Smart Heater,474
2024-01-02,0,Refrigerator,Samsung Bespoke AI Refrigerator,145
2024-01-01,16,Lighting,Philips Hue Smart LED,76
2024-01-01,0,Electronics,Samsung 45W Fast Charger,9
2024-01-02,20,Electronics,Samsung Galaxy Book,197
2024-01-02,23,Electronics,Samsung Galaxy Book,14
2024-01-01,14,Lighting,Philips Hue Smart LED,88
2024-01-01,1,Electronics,Samsung Galaxy Book,123
2024-01-02,19,Kitchen Appliance,Samsung Smart Dishwasher,1524
2024-01-02,20,Kitchen Appliance,Samsung Smart Dishwasher,147
2024-01-01,9,Electronics,Samsung Galaxy Book,21
2024-01-01,4,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,115
2024-01-02,21,Kitchen Appliance,Samsung Smart Microwave,1343
2024-01-02,20,Kitchen Appliance,Samsung Smart Dishwasher,1279
2024-01-02,11,Room Heater,Samsung Smart Heater,40
2024-01-01,13,Room Heater,Samsung Smart Heater,52
2024-01-02,9,Refrigerator,Samsung Bespoke AI Refrigerator,172
2024-01-03,0,Water Heater,Rheem ProTerra Hybrid Smart Heater,2208
2024-01-02,3,Television,Samsung 65-inch Neo QLED 4K TV,180
2024-01-03,0,Water Heater,Rheem ProTerra Hybrid Smart Heater,2184
2024-01-02,0,Electronics,Samsung 45W Fast Charger,6
2024-01-01,9,Electronics,Samsung Galaxy Book,30
2024-01-02,13,Television,Samsung 65-inch Neo QLED 4K TV,20
2024-01-03,0,Kitchen Appliance,Samsung Smart Microwave,219
2024-01-02,18,Television,Samsung 65-inch Neo QLED 4K TV,105
2024-01-01,22,Electronics,Samsung 45W Fast Charger,2
2024-01-01,14,Kitchen Appliance,Samsung Smart Microwave,1091
2024-01-01,11,Kitchen Appliance,Samsung Smart Dishwasher,898
2024-01-01,5,Refrigerator,Samsung Bespoke AI Refrigerator,118
2024-01-02,3,Kitchen Appliance,Samsung Smart Oven,279
2024-01-02,4,Kitchen Appliance,Samsung Smart Dishwasher,142
2024-01-02,12,Electronics,Samsung Galaxy Book,185
2024-01-02,17,Kitchen Appliance,Samsung Smart Dishwasher,1500
2024-01-01,9,Kitchen Appliance,Samsung Smart Dishwasher,1100
2024-01-02,10,Refrigerator,Samsung Bespoke AI Refrigerator,200
2024-01-01,8,Kitchen Appliance,Samsung Smart Oven,1004
2024-01-01,0,Electronics,Samsung 45W Fast Charger,5
2024-01-02,18,Refrigerator,Samsung Bespoke AI Refrigerator,158
2024-01-01,7,Kitchen Appliance,Samsung Smart Microwave,214
2024-01-02,14,Electronics,Samsung 45W Fast Charger,16
2024-01-02,19,Kitchen Appliance,Samsung Smart Oven,2037
2024-01-01,19,Lighting,Philips Hue Smart LED,10
2024-01-02,13,Water Heater,Rheem ProTerra Hybrid Smart Heater,3058
2024-01-02,19,Electronics,Samsung 45W Fast Charger,12
2024-01-03,0,Electronics,Samsung 45W Fast Charger,2
2024-01-03,0,Refrigerator,Samsung Bespoke AI Refrigerator,105
2024-01-02,3,Refrigerator,Samsung Bespoke AI Refrigerator,105
2024-01-02,7,Kitchen Appliance,Samsung Smart Oven,1471
2024-01-01,2,Lighting,Philips Hue Smart LED,17
2024-01-01,5,Television,Samsung 65-inch Neo QLED 4K TV,158
2024-01-02,16,Television,Samsung 65-inch Neo QLED 4K TV,133
2024-01-01,14,Washing Machine,Samsung Front Load Washer,115
2024-01-03,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,197
2024-01-03,1,Room Heater,Samsung Smart Heater,1700
2024-01-01,3,Water Heater,Rheem ProTerra Hybrid Smart Heater,4407
2024-01-03,0,Television,Samsung 65-inch Neo QLED 4K TV,21
2024-01-01,12,Kitchen Appliance,Samsung Smart Oven,338
2024-01-02,2,Lighting,Philips Hue Smart LED,38
2024-01-01,17,Room Heater,Samsung Smart Heater,352
2024-01-02,19,Lighting,Philips Hue Smart LED,48
2024-01-01,8,Refrigerator,Samsung Bespoke AI Refrigerator,129
2024-01-02,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,230
2024-01-01,7,Room Heater,Samsung Smart Heater,626
2024-01-01,19,Refrigerator,Samsung Bespoke AI Refrigerator,170
2024-01-02,4,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,452
2024-01-02,16,Water Heater,Rheem ProTerra Hybrid Smart Heater,3191
2024-01-02,18,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,205
2024-01-01,19,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,152
2024-01-01,3,Television,Samsung 65-inch Neo QLED 4K TV,19
2024-01-02,8,Lighting,Philips Hue Smart LED,34
2024-01-03,0,Electronics,Samsung Galaxy Book,189
2024-01-02,4,Kitchen Appliance,Samsung Smart Dishwasher,1332
2024-01-01,21,Kitchen Appliance,Samsung Smart Dishwasher,1079
2024-01-02,14,Kitchen Appliance,Samsung Smart Oven,2334
2024-01-02,17,Washing Machine,Samsung Front Load Washer,361
2024-01-02,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,333
2024-01-01,8,Television,Samsung 65-inch Neo QLED 4K TV,152
2024-01-01,7,Electronics,Samsung Galaxy Book,302
2024-01-03,1,Washing Machine,Samsung Front Load Washer,49
2024-01-01,15,Refrigerator,Samsung Bespoke AI Refrigerator,116
2024-01-02,11,Room Heater,Samsung Smart Heater,2370
2024-01-02,5,Washing Machine,Samsung Front Load Washer,80
2024-01-02,20,Electronics,Samsung 45W Fast Charger,2
2024-01-01,18,Kitchen Appliance,Samsung Smart Dishwasher,1578
2024-01-02,2,Electronics,Samsung 45W Fast Charger,15
2024-01-02,6,Electronics,Samsung Galaxy Book,26
2024-01-02,4,Refrigerator,Samsung Bespoke AI Refrigerator,140
2024-01-01,6,Electronics,Samsung Galaxy Book,58
2024-01-02,8,Room Heater,Samsung Smart Heater,82
2024-01-02,1,Room Heater,Samsung Smart Heater,94
2024-01-02,15,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,413
2024-01-01,2,Kitchen Appliance,Samsung Smart Dishwasher,1054
2024-01-01,21,Television,Samsung 65-inch Neo QLED 4K TV,104
2024-01-02,14,Room Heater,Samsung Smart Heater,468
2024-01-01,21,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,365
2024-01-01,3,Electronics,Samsung Galaxy Book,24
2024-01-02,10,Refrigerator,Samsung Bespoke AI Refrigerator,202
2024-01-02,12,Refrigerator,Samsung Bespoke AI Refrigerator,113
2024-01-01,4,Kitchen Appliance,Samsung Smart Oven,332
2024-01-02,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,366
2024-01-01,10,Room Heater,Samsung Smart Heater,485
2024-01-02,6,Room Heater,Samsung Smart Heater,83
2024-01-03,1,Electronics,Samsung Galaxy Book,36
2024-01-02,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,682
2024-01-02,10,Water Heater,Rheem ProTerra Hybrid Smart Heater,3444
2024-01-02,15,Lighting,Philips Hue Smart LED,78
2024-01-02,20,Refrigerator,Samsung Bespoke AI Refrigerator,117
2024-01-02,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,55
2024-01-02,12,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,93
2024-01-02,3,Water Heater,Rheem ProTerra Hybrid Smart Heater,2294
2024-01-01,3,Kitchen Appliance,Samsung Smart Oven,198
2024-01-02,21,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,329
2024-01-02,18,Refrigerator,Samsung Bespoke AI Refrigerator,85
2024-01-02,13,Lighting,Philips Hue Smart LED,12
2024-01-03,1,Refrigerator,Samsung Bespoke AI Refrigerator,121
2024-01-01,17,Water Heater,Rheem ProTerra Hybrid Smart Heater,3012
2024-01-02,11,Kitchen Appliance,Samsung Smart Dishwasher,98
2024-01-02,1,Water Heater,Rheem ProTerra Hybrid Smart Heater,2570
2024-01-02,16,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,61
2024-01-02,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,880
2024-01-02,22,Washing Machine,Samsung Front Load Washer,509
2024-01-02,13,Washing Machine,Samsung Front Load Washer,483
2024-01-01,9,Washing Machine,Samsung Front Load Washer,369
2024-01-02,5,Lighting,Philips Hue Smart LED,78
2024-01-01,22,Refrigerator,Samsung Bespoke AI Refrigerator,153
2024-01-03,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1405
2024-01-02,21,Lighting,Philips Hue Smart LED,75
2024-01-01,10,Refrigerator,Samsung Bespoke AI Refrigerator,209
2024-01-02,6,Room Heater,Samsung Smart Heater,70
2024-01-03,0,Kitchen Appliance,Samsung Smart Dishwasher,1297
2024-01-01,3,Lighting,Philips Hue Smart LED,57
2024-01-02,0,Kitchen Appliance,Samsung Smart Oven,212
2024-01-02,13,Television,Samsung 65-inch Neo QLED 4K TV,17
2024-01-01,17,Lighting,Philips Hue Smart LED,53
2024-01-02,9,Lighting,Philips Hue Smart LED,43
2024-01-01,1,Television,Samsung 65-inch Neo QLED 4K TV,14
2024-01-01,7,Television,Samsung 65-inch Neo QLED 4K TV,15
2024-01-01,9,Water Heater,Rheem ProTerra Hybrid Smart Heater,2292
2024-01-02,16,Television,Samsung 65-inch Neo QLED 4K TV,128
2024-01-01,15,Washing Machine,Samsung Front Load Washer,424
2024-01-02,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1328
2024-01-02,11,Room Heater,Samsung Smart Heater,482
2024-01-02,15,Kitchen Appliance,Samsung Smart Oven,253
2024-01-02,11,Lighting,Philips Hue Smart LED,122
2024-01-02,23,Electronics,Samsung Galaxy Book,194
2024-01-01,7,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,283
2024-01-01,23,Kitchen Appliance,Samsung Smart Dishwasher,181
2024-01-02,4,Electronics,Samsung Galaxy Book,118
2024-01-02,4,Refrigerator,Samsung Bespoke AI Refrigerator,105
2024-01-01,11,Electronics,Samsung Galaxy Book,102
2024-01-01,1,Water Heater,Rheem ProTerra Hybrid Smart Heater,2798
2024-01-01,21,Electronics,Samsung Galaxy Book,3
2024-01-02,18,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,30
2024-01-02,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,174
2024-01-01,21,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1398
2024-01-01,8,Refrigerator,Samsung Bespoke AI Refrigerator,183
2024-01-01,3,Refrigerator,Samsung Bespoke AI Refrigerator,174
2024-01-02,0,Lighting,Philips Hue Smart LED,60
2024-01-01,19,Kitchen Appliance,Samsung Smart Microwave,1121
2024-01-02,14,Washing Machine,Samsung Front Load Washer,503
2024-01-01,16,Television,Samsung 65-inch Neo QLED 4K TV,19
2024-01-02,9,Refrigerator,Samsung Bespoke AI Refrigerator,116
2024-01-02,15,Washing Machine,Samsung Front Load Washer,695
2024-01-01,23,Kitchen Appliance,Samsung Smart Oven,350
2024-01-02,13,Refrigerator,Samsung Bespoke AI Refrigerator,135
2024-01-02,5,Washing Machine,Samsung Front Load Washer,94
2024-01-03,0,Electronics,Samsung Galaxy Book,67
2024-01-02,19,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,173
2024-01-02,1,Electronics,Samsung Galaxy Book,38
2024-01-01,10,Television,Samsung 65-inch Neo QLED 4K TV,204
2024-01-01,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,299
2024-01-01,6,Room Heater,Samsung Smart Heater,38
2024-01-02,12,Lighting,Philips Hue Smart LED,19
2024-01-02,19,Kitchen Appliance,Samsung Smart Dishwasher,911
2024-01-01,18,Television,Samsung 65-inch Neo QLED 4K TV,159
2024-01-02,11,Kitchen Appliance,Samsung Smart Dishwasher,1388
2024-01-02,13,Kitchen Appliance,Samsung Smart Oven,232
2024-01-02,10,Kitchen Appliance,Samsung Smart Oven,1661
2024-01-01,6,Refrigerator,Samsung Bespoke AI Refrigerator,114
2024-01-02,18,Refrigerator,Samsung Bespoke AI Refrigerator,138
2024-01-01,6,Lighting,Philips Hue Smart LED,7
2024-01-02,9,Room Heater,Samsung Smart Heater,2112
2024-01-02,9,Refrigerator,Samsung Bespoke AI Refrigerator,88
2024-01-02,15,Refrigerator,Samsung Bespoke AI Refrigerator,115
2024-01-01,16,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,340
2024-01-02,1,Lighting,Philips Hue Smart LED,103
2024-01-02,20,Electronics,Samsung 45W Fast Charger,10
2024-01-02,6,Washing Machine,Samsung Front Load Washer,100
2024-01-01,12,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1994
2024-01-02,22,Lighting,Philips Hue Smart LED,90
2024-01-01,4,Television,Samsung 65-inch Neo QLED 4K TV,14
2024-01-01,6,Electronics,Samsung 45W Fast Charger,16
2024-01-01,0,Kitchen Appliance,Samsung Smart Dishwasher,225
2024-01-02,16,Electronics,Samsung 45W Fast Charger,6
2024-01-01,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,169
2024-01-01,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,993
2024-01-01,14,Refrigerator,Samsung Bespoke AI Refrigerator,185
2024-01-01,9,Washing Machine,Samsung Front Load Washer,460
2024-01-02,8,Kitchen Appliance,Samsung Smart Dishwasher,208
2024-01-02,2,Refrigerator,Samsung Bespoke AI Refrigerator,141
2024-01-01,21,Washing Machine,Samsung Front Load Washer,56
2024-01-02,1,Electronics,Samsung Galaxy Book,280
2024-01-01,6,Refrigerator,Samsung Bespoke AI Refrigerator,134
2024-01-02,11,Electronics,Samsung Galaxy Book,53
2024-01-01,17,Kitchen Appliance,Samsung Smart Microwave,1379
2024-01-01,7,Refrigerator,Samsung Bespoke AI Refrigerator,193
2024-01-02,7,Room Heater,Samsung Smart Heater,1744
2024-01-01,12,Lighting,Philips Hue Smart LED,4
2024-01-02,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1606
2024-01-02,21,Room Heater,Samsung Smart Heater,229
2024-01-01,1,Refrigerator,Samsung Bespoke AI Refrigerator,119
2024-01-01,21,Washing Machine,Samsung Front Load Washer,714
2024-01-02,13,Television,Samsung 65-inch Neo QLED 4K TV,135
2024-01-01,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,376
2024-01-03,0,Washing Machine,Samsung Front Load Washer,409
2024-01-02,11,Water Heater,Rheem ProTerra Hybrid Smart Heater,2154
2024-01-01,1,Kitchen Appliance,Samsung Smart Dishwasher,190
2024-01-01,13,Kitchen Appliance,Samsung Smart Oven,201
2024-01-01,17,Television,Samsung 65-inch Neo QLED 4K TV,198
2024-01-02,21,Lighting,Philips Hue Smart LED,48
2024-01-01,3,Television,Samsung 65-inch Neo QLED 4K TV,14
2024-01-02,1,Refrigerator,Samsung Bespoke AI Refrigerator,149
2024-01-01,21,Electronics,Samsung 45W Fast Charger,12
2024-01-01,20,Electronics,Samsung 45W Fast Charger,9
2024-01-02,19,Water Heater,Rheem ProTerra Hybrid Smart Heater,3570
2024-01-02,22,Room Heater,Samsung Smart Heater,1454
2024-01-02,12,Television,Samsung 65-inch Neo QLED 4K TV,126
2024-01-01,9,Room Heater,Samsung Smart Heater,63
2024-01-02,11,Electronics,Samsung Galaxy Book,21
2024-01-01,12,Room Heater,Samsung Smart Heater,401
2024-01-02,12,Room Heater,Samsung Smart Heater,47
2024-01-01,2,Refrigerator,Samsung Bespoke AI Refrigerator,112
2024-01-01,19,Refrigerator,Samsung Bespoke AI Refrigerator,165
2024-01-01,13,Kitchen Appliance,Samsung Smart Dishwasher,761
2024-01-02,9,Television,Samsung 65-inch Neo QLED 4K TV,92
2024-01-01,9,Kitchen Appliance,Samsung Smart Microwave,194
2024-01-01,2,Water Heater,Rheem ProTerra Hybrid Smart Heater,3573
2024-01-02,8,Electronics,Samsung Galaxy Book,308
2024-01-01,13,Water Heater,Rheem ProTerra Hybrid Smart Heater,3124
2024-01-02,19,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,276
2024-01-01,15,Lighting,Philips Hue Smart LED,29
2024-01-02,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,215
2024-01-01,16,Kitchen Appliance,Samsung Smart Microwave,558
2024-01-01,11,Washing Machine,Samsung Front Load Washer,512
2024-01-02,0,Television,Samsung 65-inch Neo QLED 4K TV,198
2024-01-01,17,Refrigerator,Samsung Bespoke AI Refrigerator,177
2024-01-01,18,Lighting,Philips Hue Smart LED,82
2024-01-01,15,Refrigerator,Samsung Bespoke AI Refrigerator,141
2024-01-01,2,Room Heater,Samsung Smart Heater,58
2024-01-02,1,Lighting,Philips Hue Smart LED,27
2024-01-02,11,Room Heater,Samsung Smart Heater,335
2024-01-02,23,Water Heater,Rheem ProTerra Hybrid Smart Heater,4267
2024-01-02,14,Kitchen Appliance,Samsung Smart Oven,1045
2024-01-02,1,Lighting,Philips Hue Smart LED,9
2024-01-02,10,Lighting,Philips Hue Smart LED,8
2024-01-01,13,Electronics,Samsung Galaxy Book,396
2024-01-02,4,Television,Samsung 65-inch Neo QLED 4K TV,13
2024-01-01,4,Kitchen Appliance,Samsung Smart Dishwasher,913
2024-01-01,7,Kitchen Appliance,Samsung Smart Microwave,440
2024-01-02,15,Electronics,Samsung Galaxy Book,307
2024-01-01,22,Kitchen Appliance,Samsung Smart Dishwasher,196
2024-01-01,22,Kitchen Appliance,Samsung Smart Microwave,1400
